Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,Unnamed: 21
34.86200000000006,1204,,,,-0.125,-0.0859375,-1.01171875,,,22.20400047302246,0.166015625,672,0,3.68621101602912,,27.488282883722604,,,0.130859375,,
34.86799500000005,1204,,,,-0.0625,0.1015625,-1.09765625,0.0142442387616528,0.2624806688650551,22.20400047302246,0.166015625,670,0,3.68621101602912,1.000135107368632,27.131792049333164,0.2624452105832431,0.07120608877888,0.1328125,,
34.873,1204,,,,0.0,0.0546875,-1.203125,,,22.20400047302246,0.146484375,670,0,3.2525391317904,,30.724687959064912,,,0.1328125,,
34.87899500000005,1204,,,,0.0,-0.046875,-1.16015625,0.0072454067599561,0.283005440728326,22.20400047302246,0.1953125,670,0,4.336718842387199,0.5080659431802556,11.715445747010532,0.5570250171795498,0.0652579636849462,0.1328125,,
34.88400000000006,1204,,,,-0.125,0.11328125,-1.05859375,,,22.20400047302246,0.17578125,669,0,3.90304695814848,,13.014393291746265,,,0.1328125,,
34.88900000000006,1204,,,,0.0625,0.0546875,-1.078125,0.0072454067599561,,22.20800018310547,0.17578125,669,0,3.903750032186508,0.5078991572607204,13.010545067514064,0.5572079352418584,0.0724957895344065,0.1328125,,
34.894000000000055,1204,,,,-0.125,-0.015625,-1.1171875,,0.2770091984771715,22.20400047302246,0.15625,669,0,3.4693750739097595,,14.63857881633412,,0.0798441196399673,0.1328125,,
34.90099500000005,1204,,,,-0.125,-0.01171875,-0.9609375,,,22.20400047302246,0.15625,670,0,3.4693750739097595,,14.662732515536137,,,0.1328125,,
34.90799500000006,1204,,,,0.0625,0.08984375,-1.15625,0.0052558029634711,0.2787070591862797,22.20533561706543,0.1627604216337204,671,0,3.6141497875518382,0.3692290195989676,10.216206889672852,0.7548351954810948,0.0771155252464151,0.1328125,,
34.91300000000006,1204,,,,-0.15625,-0.068359375,-0.822265625,,,22.200000762939453,0.185546875,671,0,4.119140766561031,,8.96725277196323,,,0.134765625,,
34.918994999999995,1204,,,,-0.0625,-0.0078125,-0.98046875,0.0074549478496641,0.2787070591862797,22.20400047302246,0.17578125,671,0,3.90304695814848,0.5240096956699558,13.425656962081096,0.5318738593757273,0.0714075598307667,0.134765625,,
34.924,1204,,,,0.0,-0.03515625,-1.03125,,,22.20400047302246,0.17578125,671,0,3.90304695814848,,13.4265629131588,,,0.1328125,,
34.92900000000006,1204,,,,-0.1875,-0.00390625,-0.8984375,0.0110274543582494,,22.200000762939453,0.17578125,671,0,3.9023438841104503,0.775202582969576,19.86505049250126,0.3595280321675837,0.0714204251247866,0.134765625,,
34.93499500000005,1204,,,,0.0,0.0,-1.03125,,0.2787070591862797,22.20400047302246,0.17578125,671,0,3.90304695814848,,19.865752421750216,,0.0714075598307667,0.1328125,,
34.940994999999994,1204,,,,0.0,-0.046875,-1.03125,0.0146131140189347,,22.20400047302246,0.146484375,672,0,3.2525391317904,1.0275947272581676,31.5936161140824,0.2712227416054644,0.0856890717969201,0.1328125,,
34.94700000000006,1204,,,,-0.09375,-0.04296875,-0.9765625,,0.2868524922084574,22.20400047302246,0.15625,672,0,3.4693750739097595,,29.620527675008617,,0.0826813146741131,0.1328125,,
34.95300000000006,1204,,,,0.125,0.03515625,-1.12109375,0.0143043219387619,,22.20199966430664,0.166015625,672,0,3.685878850519657,1.005956787076388,27.292182621101677,0.2851538911946076,0.0778247207360098,0.1328125,,
34.95899500000005,1204,,,,-0.0625,-0.0625,-1.04296875,,0.2596652289550147,22.20400047302246,0.17578125,672,0,3.90304695814848,,25.7739385518334,,0.0665288508540502,0.1328125,,
34.96500000000006,1204,,,,-0.1875,0.0546875,-1.015625,0.0087245423317443,,22.20400047302246,0.1611328125,671,0,3.5777930449694395,0.6130154085647229,17.133897932599933,0.423586789707259,0.0725769282044184,0.1328125,,
34.97100000000006,1204,,,,0.125,0.0,-1.11328125,,0.2868524922084574,22.20400047302246,0.185546875,671,0,4.119882900267839,,14.87296554127483,,0.0696263702518847,0.1328125,,
34.976,1204,,,,-0.0625,-0.1796875,-0.88671875,0.0087245423317443,,22.20400047302246,0.17578125,671,0,3.90304695814848,0.612633605247449,15.696290918776675,0.4682284643732443,0.073494501932545,0.134765625,,
34.981,1204,,,,-0.03125,-0.017578125,-1.001953125,,0.28524059913019,22.200000762939453,0.15625,670,0,3.4687501192092896,,17.659702334922592,,0.082231521247547,0.134765625,,
34.98700000000006,1204,,,,0.0,-0.078125,-1.05078125,,,22.200000762939453,0.166015625,670,0,3.68554700165987,,16.61985429960286,,,0.1328125,,
34.99200000000006,1204,,,,-0.125,0.0,-1.03515625,0.0048272985888444,0.28524059913019,22.20199966430664,0.166015625,670,0,3.685878850519657,0.3389250681506674,9.195230822708233,0.8416037228718289,0.0773874049305703,0.1328125,,
34.998,1204,,,,0.125,0.0,-1.125,,,22.20800018310547,0.2197265625,670,0,4.879687540233135,,6.945758137092084,,,0.134765625,,
35.00900000000006,1204,,,,0.0,-0.0625,-1.03125,0.006122642948062,0.28524059913019,22.20800018310547,0.21728515625,670,0,4.8254687897861,0.4298844399002424,8.908656518723397,0.6635285501293836,0.0591114794346921,0.1328125,,
35.014995000000056,1204,,,,-0.03125,0.0,-1.08984375,0.0123907680040343,0.2693580793323291,22.20400047302246,0.1920572966337204,670,0,4.264440305302543,0.8699858410620559,20.400938429840075,0.3096120265629885,0.0631637589104953,0.134765625,,
35.02100000000006,1204,,,,0.0625,-0.05078125,-1.08203125,,,22.20400047302246,0.15625,670,0,3.4693750739097595,,25.07618696321423,,,0.134765625,,
35.02599500000005,1204,,,,-0.125,0.01953125,-1.03515625,0.0143287875273824,,22.20199966430664,0.166015625,671,0,3.685878850519657,1.0065776346437387,27.30902657046976,0.2675979179963241,0.07307838652764,0.134765625,,
35.03000000000006,1204,,,,-0.03125,0.0390625,-1.076171875,,0.2791368973404844,22.20400047302246,0.15625,671,0,3.4693750739097595,,29.02016270859532,,0.0804573997892696,0.1328125,,
35.03600000000006,1204,,,,-0.125,-0.11328125,-0.890625,,,22.20400047302246,0.185546875,671,0,4.119882900267839,,24.44273937983509,,,0.1328125,,
35.04199499999999,1204,,,,0.0,0.04296875,-1.0078125,0.0211253340548854,0.2683694515776584,22.20400047302246,0.19775390625,671,0,4.390927827917039,1.4848054738210732,33.81530127598186,0.1807438457827226,0.0611190759892236,0.1328125,,
35.04800000000006,1204,,,,-0.0625,-0.01953125,-0.94921875,,,22.20400047302246,0.17578125,671,0,3.90304695814848,,38.04394961984281,,,0.1328125,,
35.05400000000006,1204,,,,-0.1875,-0.09375,-0.83984375,0.0151937908105864,0.2655969954830386,22.20400047302246,0.2197265625,671,0,4.878808697685599,1.0679761655027036,21.89010128659745,0.2486918754015642,0.0544389034169411,0.1328125,,
35.061,1204,,,,0.0,-0.0625,-0.94921875,,,22.20400047302246,0.166015625,671,0,3.68621101602912,,28.984065746238898,,,0.1328125,,
35.068,1204,,,,-0.03125,-0.068359375,-0.958984375,0.0151937908105864,0.2655969954830386,22.20199966430664,0.166015625,672,0,3.685878850519657,1.0687300149827277,28.995256174305663,0.2485164557555082,0.0720579829816146,0.1328125,,
35.072995,1204,,,,-0.0625,0.03515625,-1.03125,,,22.20400047302246,0.146484375,672,0,3.2525391317904,,32.86158252527072,,,0.1328125,,
35.07800000000006,1204,,,,0.0625,-0.0859375,-1.04296875,0.0101396961590381,0.2738069042283469,22.20199966430664,0.185546875,672,0,4.119511656463146,0.7133265753070147,17.315804269854873,0.3838450910237024,0.0664658646611106,0.1328125,,
35.08399500000005,1204,,,,-0.125,0.0,-0.98828125,,,22.200000762939453,0.185546875,672,0,4.119140766561031,,17.31781717794078,,,0.1328125,,
35.09000000000006,1204,,,,0.0625,0.0546875,-1.10546875,0.0118343508671754,,22.20600128173828,0.17578125,672,0,3.903398662805557,0.8330611485916813,21.34194379194978,0.3286756376662469,0.0701457698485629,0.1328125,,
35.095000000000056,1204,,,,-0.09375,-0.044921875,-1.001953125,,0.2954492552925499,22.200000762939453,0.17578125,672,0,3.9023438841104503,,21.35317347975287,,0.0757107174730446,0.1328125,,
35.101,1204,,,,0.125,0.015625,-1.12890625,,,22.20400047302246,0.166015625,672,0,3.68621101602912,,22.60871315558871,,,0.1328125,,
35.106,1204,,,,0.0,-0.10546875,-1.00390625,0.0128576363104428,0.2754402892143245,22.20400047302246,0.146484375,673,0,3.2525391317904,0.9055285082113924,27.84066452454741,0.3041762757512478,0.0846846964951671,0.1328125,,
35.11200000000006,1204,,,,-0.1875,0.08984375,-0.98046875,,,22.20400047302246,0.146484375,673,0,3.2525391317904,,27.84181942208287,,,0.1328125,,
35.11799500000005,1204,,,,0.0,0.05859375,-1.11328125,0.0128576363104428,0.2802759684491266,22.20600128173828,0.17578125,673,0,3.903398662805557,0.9055843361025048,23.19989358841504,0.309497367915385,0.0718030600153147,0.1328125,,
35.123,1204,,,,-0.0625,-0.08203125,-0.96484375,,,22.20800018310547,0.166015625,673,0,3.686875030398369,,24.56541070068759,,,0.1328125,,
35.128,1204,,,,-0.1875,0.05078125,-0.9765625,0.0153528445771093,0.2754402892143245,22.20400047302246,0.166015625,673,0,3.68621101602912,1.0815317111387135,29.339929440712464,0.2546761101663135,0.0747217910251475,0.1328125,,
35.13400000000006,1204,,,,0.125,-0.03125,-1.0078125,,,22.200000762939453,0.166015625,673,0,3.68554700165987,,29.346420421301783,,,0.1328125,,
35.13900000000006,1204,,,,-0.0625,-0.03125,-0.96484375,0.012747541025211,,22.20199966430664,0.17578125,673,0,3.9026952534914017,0.8980538000251201,23.011117745401965,0.3067080048061931,0.0705769401205262,0.1328125,,
35.144000000000055,1204,,,,-0.0625,0.02734375,-1.052734375,,0.2586980931080544,22.20400047302246,0.185546875,673,0,4.119882900267839,,21.798252188592244,,0.0627925840055396,0.1328125,,
35.15099500000005,1204,,,,-0.0625,-0.1015625,-0.921875,,,22.20400047302246,0.17578125,673,0,3.90304695814848,,23.009402257922662,,,0.1328125,,
