ground_truth,prediction,model_uncertainty_std
4.20544554728752,4.506433237468343,0.1865926586193169
3.8116500963110043,4.049673628018013,0.14903660870115099
3.8314363250056176,4.333828553221224,0.20251009213526006
3.827737619904877,3.7843898406820244,0.1639061536350077
3.5477722607294853,3.201264644648745,0.19345923426142106
-0.02525359627915771,0.19898983795721037,0.21814795007177012
3.9167440603068395,3.74224866880337,0.17964359551808773
-3.535998003657504,-3.7919577363516908,0.44736789570054847
-1.903043522114862,-2.0875712282841867,0.31994016513460416
2.2687100052263496,1.5439067105659063,0.23168230102227716
-1.26031862978227,-0.9730088084455417,0.16962363177984133
4.441994743918885,4.201522363831032,0.18468094978170935
4.6082233731378155,4.687241998255388,0.202707996289593
-0.16264569858392883,-0.11456983863513415,0.26802460130778916
2.8314294902475763,2.893076121710692,0.25257689013662665
3.6605472818288503,3.1638171267589996,0.19223421451374084
-3.148046229290694,-3.1003741418150383,0.19143472559678554
-1.248295332837004,-0.5067882647881561,0.24734099095603237
1.6774450762993087,1.7291458623592462,0.1753760593083904
0.9661853905185583,1.1685397987279202,0.18601340087653162
4.304556066245702,4.529318219248296,0.1845023121582823
-2.786818324048888,-2.6544654018258456,0.2691302085340408
-3.2669141883577537,-3.341860447756602,0.24829508652775178
4.75995103011035,4.654783188198962,0.18682571407010645
4.040542471393464,3.2805383399025914,0.21057179903225007
1.0095584105730504,1.1064664766743562,0.24325455393066842
3.60103413385339,2.043863585017249,0.4613000697145653
3.150920896440458,3.386729020654002,0.1821636718735788
3.1992990356138185,3.516866271268327,1.2213498945794916
3.0992189413294198,3.379778664845958,0.3075045462042067
3.7128356157814926,3.81279411937885,0.17874738318580935
4.095686641902287,4.660632598501593,0.24932274828748374
1.0008453381047075,0.9590232923320912,0.17563565867072276
4.08415352007895,4.255418058134751,0.1654131096139556
3.760054985078972,4.147602204672239,0.16403012754400276
4.400973195333742,3.887513034063886,0.18993966554629857
3.440125335300998,3.9085037382390624,0.30745896487939844
3.5033669183265688,3.183477173319943,0.26815194924864927
4.739257716671131,5.113280801030925,0.17055125916491778
3.855410788544675,4.058749430384523,0.16588867823491737
3.862751361742563,3.4830296034304524,0.29355738290377925
-2.5606088109402574,-2.4516118339875455,0.2692407055321749
-1.1844322377617005,-1.3502490014015045,0.19296840141095561
3.2594338398276967,3.428651757563159,0.22534834445157123
2.4870907052840545,2.67393719413667,0.18005669344841999
3.668198181431067,3.6389041081348523,0.16194731897181167
4.402525469129289,4.700348125186679,0.13986646165185007
4.123722531196592,4.611080418556924,0.36559252121656116
1.774286549087435,1.9752621754000188,0.2294390463029589
2.023625183797092,2.1292836975219984,0.22196541819102544
5.292958584281359,3.878046912101354,0.1277026192924446
4.9900378561466425,3.91525896792785,0.34215038449667684
5.721702127659574,4.547577182387116,0.32602610100898427
6.2466770048737255,5.02768708948356,0.3161055746522855
6.514810929616864,5.34627575917703,0.31220127269215125
6.4968039772727275,5.510304379645548,0.3136559145339446
6.328735903178907,5.540582848561358,0.31841173902546405
5.9588609808997415,5.467440550509732,0.32347383477365993
5.842154317289128,5.417619981181359,0.32493375227885013
5.589565648429271,5.325306860688649,0.32618841619282446
4.681472664809154,5.147185896719876,0.3253607631320855
3.7856704872411675,4.959981162178248,0.3217068883199424
3.389162143826323,4.781408151492907,0.31770150123268626
