% Model:              LS_cruise.mph
% Version:            COMSOL 6.3.0.420
% Date:               Aug 28 2025, 08:30
% Table:              Accumulated Probe Table 4 - 
% AR                                              lambda                                            aoa_root (rad)                                    aoa_tip (rad)                                     U_cruise (m/s)                                    Max Wall Resolution (1), Max Wall Res             Lift (N), Lift                                    Drag (N), Drag                                    Lift over drag (1), L_D
3.130962959988121                                 0.7206312882041517                                0.29723802785229353                               0.053569882614374245                              29.881976652875316                                8.294888894160902                                 6.648674508344199                                 1.0838174929859152                                6.13449639941418
9.61704874094362                                  0.8344124393742787                                0.2691736718881774                                0.09747215666549155                               31.73836319607689                                 8.159846127047553                                 1.8567672186834705                                0.405045917479837                                 4.584090688374607
7.227714685996205                                 0.8879569943509733                                0.18822265811536185                               0.12880187091904663                               26.59401681693764                                 7.589798800962836                                 1.8426753772833497                                0.314811039635885                                 5.853274330578158
6.700721852102427                                 0.8089423205130231                                0.14058062418282855                               0.025920646064767516                              33.62960253583579                                 8.657332262834313                                 1.9629539266250522                                0.35139937395724397                               5.586105360745155
3.859538629564247                                 0.766888358241189                                 0.17856652813937868                               0.06758436869939179                               25.3219712717988                                  7.454191589785389                                 2.804832303625395                                 0.41158165630663346                               6.814765091318256
4.028349336991313                                 0.8501752781588172                                0.21383143006105804                               0.017462603070746503                              44.998475842097235                                10.36493286467018                                 8.21588339641528                                  1.2134717552506393                                6.770560057014525
4.666057003505563                                 0.6142356348117665                                0.17552516389931694                               0.017462603070746503                              44.998475842097235                                10.330688107321727                                6.775334347359556                                 0.9603354341669672                                7.055174792375279
4.666463445612965                                 0.7333231722806482                                0.1974803294123889                                0.13962323664261195                               44.99949194736574                                 10.440828380235438                                9.748339226001654                                 1.4717045506758382                                6.623842551499217
4.489254686785552                                 0.6000304831580552                                0.16906098148452314                               0.0781673943076168                                44.998475842097235                                10.33454557472603                                 8.023708245296195                                 1.1327062094279168                                7.083662275806398
3.6954732510288064                                0.605944215820759                                 0.1530734356767409                                0.017481224172352903                              40.55098308184728                                 9.78324381567091                                  5.958946297188267                                 0.8372393434084654                                7.117374910893389
4.925773510135651                                 0.8701112635269014                                0.17193395144665372                               0.017462603070746503                              44.998475842097235                                10.386426331656217                                5.606918792655823                                 0.8233683678360987                                6.809733057138703
3.494284407864655                                 0.6366712391403749                                0.17916957949942702                               0.05842902660483075                               44.99542752629172                                 10.455284567501316                                9.907242186182009                                 1.330055287846259                                 7.448744632431545
2.888821148537655                                 0.6000033870175617                                0.17194281863789485                               0.059689054480197276                              44.99949194736574                                 10.370746039732163                                11.076992229011811                                1.5201856372707032                                7.286604976020638
3.4442920286541687                                0.600010161052685                                 0.1859263792251786                                0.049118475801629785                              44.99949194736574                                 10.465028153562713                                10.072311835793673                                1.3835902504538335                                7.279837244075577
3.3504039018442313                                0.6963572626124066                                0.15804792996302255                               0.06429467361084736                               44.998475842097235                                10.520763164607581                                9.326073350214028                                 1.2610307651768369                                7.395595419042936
3.7117309353248995                                0.6697149824721841                                0.17419508521314536                               0.06739819054524768                               44.99949194736574                                 10.410956563287119                                9.419084192439641                                 1.257514550336251                                 7.490238733159024
3.4711172077427226                                0.6691053193110806                                0.17709465674899938                               0.07442455288473                                  44.998475842097235                                10.431062100200318                                10.210196649035558                                1.381660954013819                                 7.389798936833415
3.975105420921608                                 0.6790225067316974                                0.17293594405690296                               0.05499032984151518                               44.99949194736574                                 10.331972282868842                                8.459909064463869                                 1.1454711945489722                                7.385527549468363
3.662144998221816                                 0.6404105065284763                                0.15359659995996838                               0.06328913412410164                               44.99949194736574                                 10.418265744268373                                8.390219526789643                                 1.1880752779192898                                7.062026862038302
3.1906721536351164                                0.8982167352537722                                0.16799691853558588                               0.03932377635666237                               41.008230452674894                                9.852671139514888                                 7.222662679686793                                 1.0304634850387326                                7.009139852651171
3.0004572473708278                                0.7854290504496266                                0.18922497436688407                               0.06453674793173059                               44.998475842097235                                10.478427081327759                                11.184185601743852                                1.5486049892237304                                7.222103557441171
3.227251943301326                                 0.691540923639689                                 0.16975262240133235                               0.017481224172352903                              42.97439414723365                                 10.0807259877541                                  7.809106464750277                                 1.1190000515367724                                6.978647100172772
3.5393994817863135                                0.8073769242493523                                0.1711359042349508                                0.06546780301205067                               44.998475842097235                                10.414105302502705                                9.180189337908262                                 1.2471919073648494                                7.360687063232135
4.6668698877203685                                0.7036935426510187                                0.19143290498592888                               0.06591470945060432                               44.99949194736574                                 10.424690702618225                                8.191874021289372                                 1.1027678769014404                                7.428466309978959
3.2894375857338822                                0.6957475994513032                                0.16823633269909677                               0.06345672403855927                               40.871056241426615                                9.770367150177872                                 8.12136748269601                                  1.1193550737411813                                7.255398821351878
3.7117309353248995                                0.6697149824721841                                0.17419508521314536                               0.06739819054524768                               44.99949194736574                                 10.410956563287119                                9.41908419243964                                  1.2575145503362515                                7.490238733159024
