% Model:              LS_cruise.mph
% Version:            COMSOL 6.3.0.420
% Date:               Sep 5 2025, 18:19
% Table:              Accumulated Probe Table 7 - 
% AR                                              lambda                                            aoa_root (deg)                                    aoa_tip (deg)                                     Max wall resolution (1), wall_res_max             Lift (N), Lift                                    Drag (N), Drag                                    Lift over drag (1), L_D                           Cruise velocity (m/s), U_cruise
23.587159045724583                                0.9561324974720977                                10.209395494978637                                7.192469547686578                                 6.547475553891224                                 0.9115904729209133                                0.21243685593306083                               4.291112617521306                                 20
24.15170588275685                                 0.6200251680046336                                32.1833679036874                                  10.288133239447587                                6.565971535745001                                 1.5723030733877057                                0.7159030352044301                                2.1962514419829566                                20
19.828118276807256                                0.8469698498010503                                11.004678203522264                                1.4838317473761244                                6.607105314657202                                 0.9119866308457166                                0.2080643979970418                                4.383194047732679                                 20
21.004519473796496                                0.8201324122484239                                19.54691879403326                                 21.230055597259078                                6.806911462467247                                 1.670884132890001                                 0.6947628301350438                                2.4049705315484773                                20
27.972332870345266                                0.7165271378654071                                22.91016393035253                                 9.14978070774152                                  6.508533083613516                                 1.1801072804034207                                0.3714767966855885                                3.176799441937266                                 20
26.321078069984843                                0.5693353593149415                                13.46201337062082                                 -1.9006609039899678                               6.697220419184321                                 0.7966959901617636                                0.18977479045323883                               4.198112869781155                                 20
22.94222348761174                                 0.5005995898044722                                25.5784224437623                                  3.1676023429493094                                6.644269773986951                                 1.6473687139628583                                0.5246551738113898                                3.1399074977102535                                20
21.75866048876191                                 0.5164052066326313                                6.9722888707682715                                7.609420674192196                                 6.635304049704761                                 0.994151496870782                                 0.19592956209798235                               5.074025002789612                                 20
19.535713808406825                                0.733071880946961                                 12.084290869364176                                11.104551933590997                                6.614866838066652                                 1.599231062568655                                 0.33318542661834877                               4.799822965848123                                 20
27.424492514655782                                0.6497089420662303                                6.153207082851405                                 12.148608853199187                                6.564240472833041                                 0.7689850716383966                                0.1894908422691802                                4.058164829654506                                 20
19.110522095179228                                0.6655328746168858                                30.639058995530814                                2.498913800110972                                 6.588635353400978                                 2.0163539720686248                                0.7041499453913261                                2.8635292600186903                                20
20.57889321758305                                 0.8892856182991743                                24.25919788174437                                 -0.9437143680799351                               6.614816170695384                                 1.370182233124183                                 0.38136459557488184                               3.592840680605717                                 20
30.12659009756685                                 0.9652019258954037                                17.08221688607715                                 2.968594816343996                                 6.576442242041658                                 0.6430500727280906                                0.19555665675366124                               3.28830571867532                                  20
26.532259028483224                                0.7559968316545111                                19.282861259496435                                22.64592129549269                                 6.498360702503081                                 1.2585040917993957                                0.5248281102599534                                2.3979357568634114                                20
25.610142486448154                                0.762637454753949                                 6.535148408400408                                 21.628728888056962                                6.517283081562824                                 1.1607348283875498                                0.3022377095367394                                3.8404699074999233                                20
24.621086304299705                                0.7964843639025114                                14.412363815222689                                13.383156957244228                                6.652782016610426                                 1.2085512831880123                                0.33558237183984574                               3.601355090739941                                 20
27.593823214482732                                0.9465793796705922                                10.75009389816464                                 18.889494317327824                                6.610545537213927                                 1.0302172927687594                                0.3021088312980757                                3.4100866510330365                                20
24.311471376681688                                0.8121370923402018                                27.862569405579606                                14.600352185769669                                6.523746834875937                                 1.4919791457276195                                0.605468735703394                                 2.464172066612714                                 20
23.821470976973785                                0.7048091920819398                                9.435354138953594                                 4.792936594327954                                 6.560402131101786                                 0.7785597135118787                                0.1940509759291135                                4.01214015948204                                  20
26.958255987600516                                0.6705405629371339                                31.703915759417093                                20.61869647883179                                 6.648910101285681                                 1.2701279903835347                                0.7838410713394538                                1.6203896897276606                                20
28.941189368189235                                0.5294320407895098                                26.940123893703497                                4.258647674582297                                 6.466363980550685                                 1.2138171782753227                                0.4303224851002321                                2.820715208485089                                 20
19.385522489436184                                0.576677212754141                                 23.211066370139793                                10.748646242907533                                6.631262634100453                                 2.2157408746461478                                0.6146498350790114                                3.6048832167364373                                20
25.038302622599605                                0.8569397237751989                                15.622213995722843                                -1.081193022900423                                6.583598147357937                                 0.8036820273171877                                0.2023201445519918                                3.972328257756161                                 20
29.569126918988538                                0.6519317110849594                                5.229095521614688                                 1.7670571986112247                                6.617168983854884                                 0.36120507174174776                               0.12026076981967984                               3.0035153798145644                                20
22.246226145112395                                0.60016759409784                                  7.8962887494056675                                17.455800580560837                                6.5941769012653895                                1.365797302723602                                 0.30681371061998675                               4.451552376729508                                 20
28.474731842610986                                0.8972656436020978                                34.74269813401621                                 13.693416948099797                                6.539538119719884                                 1.0578455228459125                                0.5673553422905044                                1.8645202468266557                                20
